binder_id,af3_dockQ,af2_dockQ,boltz_dockQ,colab_dockQ
pdl1_binder,0.8721545616437746,0.9626484497902426,0.8951707101420358,0.9015348292765397
pmhc_binder_fused_target_chain,0.9065209815174123,0.9535490170065505,0.7962088562755815,0.8635281259234283
pmhc_binder_multi_target_chain,0.9999926551958755,0.9309841434035026,0.8908559260780744,0.8464901082669393
